x,b,c,y 
11.26,-32.13,-24.7,-386.48380000000003
37.22,36.32,47.77,1399.6004
-12.91,-44.58,-11.25,564.2778
43.63,45.43,-11.86,1970.2509000000002
11.66,25.18,-47.45,246.1488
-41.29,35.72,30.65,-1444.2287999999999
22.3,6.52,-47.09,98.30599999999998
13.85,-10.96,49.76,-102.03600000000003
9.56,-40.99,38.09,-353.7744
6.54,-23.51,-39.01,-192.7654
-43.64,17.47,14.55,-747.8408000000001
47.02,-39.52,-38.87,-1897.1004000000003
14.16,-45.36,-1.77,-644.0676
26.53,18.72,-13.99,482.6516
-38.15,8.22,16.52,-297.07300000000004
45.73,6.0,-21.31,253.07
-0.94,26.05,9.42,-15.066999999999998
19.08,44.74,20.06,873.6991999999999
38.17,49.66,6.04,1901.5621999999998
0.77,19.4,-45.84,-30.902000000000005
10.51,0.78,28.37,36.567800000000005
-14.98,-43.63,-31.88,621.6974
-24.15,2.75,-23.94,-90.35249999999999
-3.98,43.77,-37.58,-211.7846
-43.33,35.72,-32.0,-1579.7476
18.95,13.43,32.79,287.2885
4.04,-21.26,42.23,-43.66040000000002
33.55,17.91,19.76,620.6405
-13.05,-10.0,-32.83,97.67
31.22,-9.02,-49.21,-330.8144
-47.97,-47.13,21.94,2282.7661000000003
-19.62,39.56,48.98,-727.1872000000001
-40.04,-36.55,48.13,1511.5919999999999
24.4,16.98,36.05,450.362
18.83,-27.21,-12.66,-525.0242999999999
5.16,49.68,46.64,302.98879999999997
48.61,-11.43,45.15,-510.4623
12.36,11.82,20.44,166.5352
3.85,29.52,-19.1,94.55199999999999
33.33,6.27,14.64,223.6191
5.91,-13.0,-31.17,-108.0
4.51,-28.53,48.54,-80.1303
-33.37,-43.48,13.4,1464.3275999999998
16.24,-30.85,8.19,-492.81399999999996
35.42,1.74,3.55,65.1808
-15.66,-43.49,18.83,699.8834
-49.13,-26.52,-48.74,1254.1876
-27.54,27.26,16.36,-734.3804
-0.72,-12.76,-6.13,3.057199999999999
-38.44,-32.4,11.33,1256.7859999999998
-18.47,25.35,-48.65,-516.8645
-18.08,18.08,-2.43,-329.31639999999993
-49.88,-43.13,-14.73,2136.5944000000004
-2.24,-4.06,-9.72,-0.6256000000000004
-33.78,-18.38,25.41,646.2864
46.67,-1.84,-40.72,-126.59280000000001
36.18,-1.53,21.36,-33.995400000000004
6.25,45.04,10.72,292.22
-40.72,-10.52,10.35,438.7244
-28.19,-49.59,-17.93,1380.0121000000001
-19.42,40.27,-5.9,-787.9434000000001
4.74,-28.49,0.74,-134.30259999999998
30.27,-23.0,-40.8,-737.01
30.65,-40.04,-9.23,-1236.456
23.01,25.27,3.12,584.5827
-32.4,28.06,-30.21,-939.3539999999999
7.66,-11.53,-24.84,-113.1598
-3.82,-16.75,-26.23,37.754999999999995
-17.33,-20.73,24.9,384.1508999999999
1.99,25.35,-7.68,42.7665
-23.58,-6.81,-34.06,126.51979999999998
30.88,-43.47,-39.6,-1381.9535999999998
-5.15,-3.03,28.66,44.2645
25.22,14.28,46.07,406.2116
36.75,-24.3,47.95,-845.0749999999999
42.05,41.01,-3.17,1721.3004999999998
38.5,-4.69,40.79,-139.77500000000003
-18.17,-11.44,-11.6,196.2648
-23.91,-33.04,27.81,817.7964
-2.31,-26.85,-26.53,35.493500000000004
-40.14,-46.26,-1.1,1855.7764
28.97,-37.76,16.73,-1077.1771999999999
-38.48,-5.37,15.92,222.55759999999998
-2.51,8.77,-44.24,-66.2527
-26.83,-35.62,-1.3,954.3845999999999
10.84,-40.89,5.77,-437.4776
-5.41,-33.04,-1.65,177.0964
-29.56,-49.51,-39.6,1423.9156
-6.59,49.15,-43.92,-367.8185
17.92,32.6,-27.19,557.0020000000001
-24.6,16.92,-47.38,-463.6120000000001
32.48,43.99,-5.17,1423.6252
27.39,34.55,-16.58,929.7444999999999
-42.63,11.01,21.17,-448.1863
-10.68,-14.25,31.15,183.34
-35.6,-21.44,39.2,802.4640000000002
28.79,9.62,31.53,308.48979999999995
44.83,-36.78,-3.72,-1652.5674
-29.1,29.35,-25.77,-879.855
-29.58,-3.18,14.97,109.0344
-6.5,-3.39,0.3,22.335
-46.8,2.92,47.22,-89.43599999999998
28.76,-1.81,-25.63,-77.68560000000001
19.38,25.84,-14.34,486.43919999999997
-13.81,-49.04,43.19,720.4323999999999
22.87,33.3,35.52,797.0909999999999
3.51,-14.3,30.54,-19.653
-40.66,-1.98,43.5,124.0068
-2.4,3.49,-28.8,-37.176
2.0,-22.03,-11.2,-55.260000000000005
49.66,-30.26,-49.19,-1551.9016
21.92,-47.52,-33.77,-1075.4084
-36.71,-47.02,17.16,1743.2642000000003
25.71,35.96,43.35,967.8816
-8.11,-1.42,-4.84,6.676199999999998
-28.46,-10.54,47.62,347.5884
12.26,39.46,-16.32,467.4596
11.87,-2.34,12.99,-14.785799999999997
-10.37,45.38,28.88,-441.7106
-33.6,-14.03,-45.51,425.898
-39.62,-34.96,-2.9,1382.2151999999999
-8.11,-47.96,45.84,434.79560000000004
6.21,-37.15,-32.54,-263.2415
44.45,38.26,13.82,1714.4769999999999
-33.94,20.82,48.5,-658.1307999999999
-4.1,-5.74,15.78,39.314
2.81,3.42,-11.99,-2.3797999999999995
-19.37,38.97,-6.54,-761.3889
15.43,-34.03,30.65,-494.4329
-29.39,-42.54,-6.38,1243.8706
21.32,44.04,-20.61,918.3228
-40.98,-39.0,-45.09,1553.1299999999999
-42.0,-41.21,30.68,1761.5
28.6,-10.66,16.09,-288.78600000000006
-49.9,-33.74,-35.03,1648.596
-6.89,-14.57,-14.45,85.9373
8.95,-35.94,-0.01,-321.67299999999994
-48.72,32.59,5.87,-1581.9148000000002
44.65,26.17,5.06,1173.5505
38.15,-8.54,-45.76,-371.5609999999999
-28.35,41.81,8.25,-1177.0635000000002
-33.34,-2.51,35.64,119.3234
-3.79,6.93,14.82,-11.444699999999997
-33.99,12.97,-5.34,-446.19030000000004
8.0,37.6,-33.23,267.57
-26.24,-45.51,31.65,1225.8324
-16.62,40.71,42.41,-634.1902000000001
-33.58,2.49,48.95,-34.664199999999994
20.27,12.91,-0.07,261.6157
-33.07,31.73,16.38,-1032.9311
34.37,-46.46,-7.06,-1603.8901999999998
18.28,-13.07,-11.35,-250.26960000000003
-20.68,16.22,16.53,-318.89959999999996
-38.92,10.45,-26.98,-433.694
32.09,3.67,16.71,134.4803
40.67,1.05,44.15,86.8535
-26.38,-44.3,5.69,1174.3239999999998
10.73,-12.13,7.99,-122.16490000000003
-10.25,-25.08,-49.58,207.49
-36.53,35.54,4.91,-1293.3662
33.73,-26.34,10.69,-877.7581999999999
44.17,47.45,10.8,2106.6665000000003
-41.0,-8.33,-34.43,307.1
3.84,7.97,13.41,44.014799999999994
42.48,-40.39,-21.6,-1737.3672
-44.36,35.29,-16.76,-1582.2243999999998
39.19,-4.66,8.9,-173.72539999999998
49.66,41.48,-14.86,2045.0367999999996
48.76,5.3,31.76,290.188
-14.06,48.35,-15.02,-694.821
-11.4,2.69,-4.91,-35.576
40.54,-6.07,23.1,-222.9778
-41.69,-33.37,19.53,1410.7252999999998
-13.59,-1.75,11.51,35.2925
36.67,-39.37,-24.74,-1468.4379
-23.32,-7.42,-17.98,155.05440000000002
-32.23,-33.89,28.47,1120.7447
-28.8,37.84,23.2,-1066.592
22.72,41.31,-32.43,906.1332000000001
-10.74,-37.52,36.18,439.14480000000003
-23.19,23.57,36.49,-510.0983
14.46,-27.88,36.75,-366.39480000000003
49.69,40.5,23.81,2036.2549999999999
19.09,-6.84,5.14,-125.43560000000001
-20.61,-9.04,-18.59,167.72439999999997
47.59,18.19,-10.43,855.2321000000002
-47.86,-16.08,10.4,779.9887999999999
-39.34,-43.78,15.81,1738.1152000000002
15.05,-11.37,-2.68,-173.7985
22.73,16.3,26.59,397.089
-29.99,41.74,34.29,-1217.4926
-14.28,47.76,14.48,-667.5328
-18.77,-24.32,29.09,485.5764
4.54,13.86,-9.61,53.3144
1.57,-19.86,21.28,-9.900199999999998
47.18,-27.26,33.02,-1253.1068
-29.07,42.78,26.45,-1217.1646
-27.58,12.31,22.23,-317.27979999999997
4.05,7.33,33.25,62.936499999999995
24.29,-38.5,-9.16,-944.3249999999999
33.86,37.19,-2.16,1257.0933999999997
23.89,-47.99,-37.63,-1184.1111
31.6,-9.61,-10.77,-314.44599999999997
-25.94,-4.64,1.33,121.6916
31.32,26.14,41.52,860.2248
34.6,-47.38,-9.56,-1648.9080000000001
-5.51,-15.83,-22.12,65.10329999999999
43.91,-7.97,-37.08,-387.04269999999997
-43.14,5.34,28.55,-201.8176
26.85,-33.48,20.07,-878.8679999999999
10.15,-43.92,36.54,-409.248
-36.97,-6.04,17.52,240.8188
8.29,-29.44,29.72,-214.33759999999998
-23.48,31.72,-27.05,-771.8355999999999
28.82,18.73,39.73,579.5286
-29.62,7.07,-32.39,-241.8034
44.38,28.84,-19.6,1260.3192000000001
0.89,-5.86,-25.41,-30.6254
-21.94,14.56,32.31,-287.13640000000004
35.51,-8.88,17.08,-298.2488
-19.46,24.61,-0.02,-478.93059999999997
-31.77,-21.06,-16.71,652.3661999999999
6.7,-25.43,41.43,-128.951
-45.22,-36.7,36.14,1695.7140000000002
-17.41,-20.29,-13.76,339.4889
32.29,-30.24,-1.58,-978.0296
-26.72,31.43,-36.84,-876.6496
-48.97,-24.53,-38.52,1162.7141000000001
36.04,-1.47,-44.79,-97.7688
47.64,-2.3,16.49,-93.082
40.77,-16.23,22.48,-639.2171000000001
-24.3,18.38,25.5,-421.134
-23.86,31.52,35.31,-716.7572
-45.03,-15.57,-49.75,651.3671
1.95,2.26,-16.52,-12.113
-33.72,-14.35,2.1,485.98199999999997
-16.23,-49.32,-27.04,773.4236000000001
46.47,-20.74,23.39,-940.3978
5.03,-40.34,-11.11,-214.02020000000005
-8.67,-2.51,9.2,30.961699999999997
-8.54,45.34,10.58,-376.6236
-48.31,34.73,-32.39,-1710.1963
-13.45,32.39,-14.72,-450.3655
-22.21,37.45,3.48,-828.2845000000001
44.74,34.88,-47.6,1512.9312000000002
12.21,14.8,-30.9,149.80800000000002
13.19,31.8,14.17,433.612
-5.2,37.39,39.42,-155.00799999999998
1.52,-36.8,-29.96,-85.89599999999999
-15.53,-0.77,44.51,56.4681
-33.56,-23.79,37.73,836.1224000000001
-20.27,-46.34,-47.79,891.5218000000001
-20.85,-14.42,3.66,304.31700000000006
29.71,17.77,14.68,542.6266999999999
23.58,43.87,-24.42,1010.0345999999998
-38.74,39.66,1.24,-1535.1884
-47.9,-4.73,1.37,227.937
-11.36,-44.24,-21.35,481.21639999999996
4.53,12.5,15.26,71.885
4.95,-23.61,37.86,-79.0095
14.36,-32.52,25.38,-441.60720000000003
-48.56,-36.0,8.02,1756.18
-20.36,11.07,-0.35,-225.7352
-15.35,1.34,-9.55,-30.119
14.0,-47.65,-25.8,-692.9
27.52,4.55,22.18,147.396
-20.65,-34.61,-23.41,691.2864999999999
0.91,-48.31,-47.08,-91.0421
28.93,-39.82,24.46,-1127.5326
-11.95,-16.15,-45.53,147.46249999999998
30.34,-22.13,-17.15,-688.5741999999999
-19.65,-34.08,-14.07,655.6019999999999
25.87,-14.92,28.86,-357.1204
26.41,12.91,-11.8,329.1531
36.68,22.82,34.14,871.1776
-19.16,25.54,12.95,-476.39639999999997
45.09,-11.25,-19.38,-526.6425
6.19,-27.31,-9.25,-178.2989
0.34,7.35,-40.86,-38.361
-18.66,43.76,-14.28,-830.8416
24.86,-48.21,4.32,-1194.1806000000001
-22.25,-6.01,-24.21,109.51249999999999
1.0,17.56,-22.24,-4.68
25.43,45.04,22.42,1167.7872
22.15,5.73,-5.37,121.5495
27.11,11.64,26.67,342.23040000000003
41.23,1.74,-15.34,56.400199999999984
44.81,23.2,-20.75,1018.8420000000001
-15.01,46.38,-26.47,-722.6338000000001
-1.11,-2.77,-9.16,-6.0853
-29.08,7.72,19.82,-204.67759999999998
28.72,38.14,20.09,1115.4707999999998
26.61,-8.55,10.29,-217.2255
-23.28,27.36,15.01,-621.9308
-40.41,-44.84,0.1,1812.0844
30.0,19.0,-35.08,534.92
-23.55,23.91,-39.76,-602.8405
43.4,-3.46,-25.31,-175.474
-17.09,-18.64,18.3,336.8576
30.93,-35.04,24.36,-1059.4272
-26.99,19.12,-8.52,-524.5688
-13.91,21.68,-5.67,-307.2388
-47.87,40.78,-28.54,-1980.6786
33.29,-2.44,19.08,-62.1476
-32.88,-8.91,-43.47,249.4908
37.83,20.63,-8.23,772.2028999999999
28.53,-26.43,-19.51,-773.5579
-21.37,-29.3,28.13,654.2710000000001
41.3,4.76,4.77,201.35799999999998
30.59,18.71,28.68,601.0188999999999
21.07,-40.86,-31.95,-892.8702000000001
20.1,-21.52,-8.25,-440.802
23.74,35.57,-20.75,823.6818
-27.0,24.4,-34.21,-693.01
26.78,32.53,-48.11,823.0434
-44.22,12.47,-39.43,-590.8534
-2.92,3.52,11.43,1.1516000000000002
-1.5,36.15,-13.96,-68.185
47.37,-20.08,-33.74,-984.9295999999998
-38.32,-33.03,42.83,1308.5396
44.71,16.42,1.21,735.3482000000001
17.97,-45.61,-11.62,-831.2316999999999
-27.92,14.54,0.59,-405.3668
-32.84,-26.12,-35.59,822.1908000000001
-23.41,5.01,-29.18,-146.4641
-2.79,-43.17,-10.08,110.36430000000001
49.84,-45.3,-38.95,-2296.7019999999998
28.06,-17.38,29.58,-458.10279999999995
32.36,-30.72,-31.08,-1025.1792
41.05,-13.14,44.51,-494.88699999999994
39.88,22.2,10.9,896.236
-39.49,-37.12,17.19,1483.0588
7.56,-43.83,29.17,-302.18479999999994
-3.72,-15.68,37.48,95.80959999999999
-24.64,16.7,-1.31,-412.798
-40.11,-35.76,-16.81,1417.5236
-9.32,-5.33,20.61,70.2856
-33.2,44.77,-16.5,-1502.8640000000003
-7.46,29.0,30.36,-185.98000000000002
-47.89,-38.43,12.47,1852.8827
-26.96,37.8,-30.0,-1049.088
-9.69,11.38,-11.69,-121.9622
-24.24,22.46,22.21,-522.2203999999999
28.07,4.22,-10.74,107.7154
-9.24,-21.09,13.09,207.9616
41.01,31.27,-34.52,1247.8627
17.1,39.01,6.06,673.131
30.9,-41.43,47.21,-1232.9769999999999
-8.85,-28.71,1.91,255.99349999999998
9.97,-13.68,-31.55,-167.9396
-19.71,-20.98,4.56,418.0758
-47.75,21.13,1.0,-1007.9575
25.54,-35.25,-44.77,-945.055
-32.73,-44.55,7.51,1465.6314999999997
49.51,-29.35,-33.52,-1486.6385
29.33,-25.29,-13.45,-755.2057
14.13,-47.63,38.55,-634.4619000000001
48.07,1.15,18.38,73.6605
-14.41,30.95,29.47,-416.5195
-19.1,2.9,14.81,-40.58
7.32,-18.9,-47.49,-185.838
-22.14,32.76,3.23,-722.0763999999999
-42.3,-5.14,43.16,260.582
-2.33,46.49,-37.54,-145.8617
-30.13,-41.01,2.09,1237.7213
27.26,-42.68,49.5,-1113.9568000000002
-6.15,-27.28,-19.99,147.782
27.21,-42.47,-18.88,-1174.4887
-2.04,24.29,15.7,-33.851600000000005
27.09,38.1,13.03,1045.159
0.47,-42.2,28.86,9.026
-17.51,-45.59,42.32,840.6009000000001
-49.45,-45.92,-45.87,2224.8740000000003
29.24,-4.49,-16.32,-147.6076
24.77,0.21,21.44,26.6417
-14.78,-19.85,-30.27,263.113
-44.9,-17.03,-16.67,747.9770000000001
27.95,22.53,12.25,641.9635000000001
7.18,-33.31,-30.52,-269.68580000000003
-0.61,37.09,46.55,23.925099999999997
-42.55,35.73,27.78,-1492.5314999999998
-45.68,11.51,11.15,-514.6268
38.73,-6.59,27.83,-227.40069999999997
-47.44,40.62,25.08,-1901.9327999999998
-36.01,9.2,24.02,-307.272
-36.21,48.43,-17.37,-1771.0203
-26.21,19.17,-20.19,-522.6357
13.61,-36.87,22.24,-479.56069999999994
40.38,-34.76,-11.9,-1415.5088
-39.98,-43.61,-9.36,1734.1678
14.74,22.99,38.29,377.1626
13.5,10.92,39.54,186.95999999999998
37.71,13.8,7.33,527.7280000000001
42.9,34.56,5.83,1488.454
43.07,-45.3,31.37,-1919.701
0.98,47.2,-30.11,16.146
-25.59,-37.55,15.92,976.8244999999998
-46.79,-6.67,35.77,347.85929999999996
-5.12,-31.24,-7.17,152.77880000000002
17.43,-30.77,-46.37,-582.6911
-38.16,-5.89,19.5,244.26239999999996
12.25,-20.23,25.2,-222.6175
31.58,-29.77,-9.08,-949.2166
-12.03,-34.85,46.41,465.65549999999996
27.4,-30.16,19.36,-807.024
-18.69,-2.87,-12.06,41.5803
44.5,13.32,12.14,604.88
-42.34,-20.29,-12.83,846.2486
2.57,8.9,41.69,64.563
8.48,-37.91,-15.19,-336.66679999999997
34.67,-15.39,22.84,-510.7313000000001
45.61,31.34,-16.91,1412.5074
-9.84,-27.08,-30.13,236.3372
36.87,46.33,-2.7,1705.4870999999998
46.2,10.57,-21.99,466.34400000000005
-39.63,28.46,27.02,-1100.8498000000002
2.94,24.71,-5.85,66.79740000000001
-33.98,8.45,45.88,-241.25099999999998
-6.66,5.99,-24.65,-64.54339999999999
-24.6,-16.77,42.87,455.41200000000003
-42.08,26.87,-4.86,-1135.5495999999998
4.82,-19.97,-4.31,-100.5654
30.2,-17.32,17.01,-506.054
-0.07,41.66,22.91,19.9938
45.72,-12.38,-45.63,-611.6436
22.95,-8.5,21.27,-173.80499999999998
-26.62,-16.56,8.05,448.8772
-48.48,49.28,8.89,-2380.2044
32.21,-13.45,25.71,-407.5145
42.77,28.47,10.43,1228.0919000000001
6.26,8.25,42.66,94.30499999999999
41.48,-5.51,42.96,-185.59479999999996
-47.97,-39.88,-19.71,1893.3336
-48.82,-15.77,4.85,774.7414
-44.06,-15.68,26.14,717.0008
-28.8,-7.59,-23.53,195.062
-46.08,-43.15,-32.14,1956.2119999999998
0.75,46.96,-45.81,-10.590000000000003
44.9,-33.44,12.54,-1488.916
32.08,-31.32,-36.67,-1041.4156
-32.77,-23.07,8.27,764.2739
5.2,-1.24,11.73,5.282
-37.13,-16.99,-25.82,605.0187
-40.38,-27.23,-46.38,1053.1674
28.3,-29.25,12.99,-814.785
-6.18,-48.86,-40.22,261.73479999999995
-49.61,29.28,4.47,-1448.1108
-9.2,-17.04,-15.61,141.15799999999996
-21.17,-6.89,31.23,177.0913
-46.83,-30.7,-2.09,1435.591
43.19,25.22,44.29,1133.5418
49.35,27.8,36.21,1408.14
-40.11,45.16,-30.95,-1842.3175999999999
36.56,-36.48,-47.19,-1380.8988
8.66,40.63,27.71,379.5658
23.82,35.67,-11.2,838.4594
43.02,2.21,-49.06,46.0142
46.9,-11.99,-38.56,-600.8910000000001
-44.19,11.66,-2.84,-518.0954
-15.51,-27.23,-10.89,411.44730000000004
-34.85,-31.65,-16.44,1086.5625
-9.22,19.87,-26.67,-209.87140000000005
24.78,24.6,35.61,645.1980000000001
-41.44,-48.79,38.02,2059.8776
-10.66,43.24,-7.54,-468.4784
49.48,-30.08,36.24,-1452.1183999999998
43.22,37.03,-36.91,1563.5266
36.76,12.51,10.51,470.3776
-15.86,-49.07,-6.9,771.3502
-35.37,11.48,9.61,-396.4376
-15.79,-26.67,14.42,435.5393
24.55,-0.27,44.96,38.3315
17.48,-4.97,-7.48,-94.3556
24.53,-33.04,40.92,-769.5512000000001
24.39,11.5,43.05,323.535
-35.03,-28.97,28.89,1043.7091
21.3,-15.41,-17.26,-345.493
-42.27,25.35,46.41,-1025.1345000000001
27.26,-33.26,20.79,-885.8776
-19.85,-29.33,-47.24,534.9605
-38.14,-49.48,-31.75,1855.4171999999999
0.7,5.8,-26.66,-22.6
1.19,32.77,33.84,72.83630000000001
45.08,-15.28,-47.54,-736.3623999999999
0.63,-0.69,-32.16,-32.594699999999996
41.52,-40.84,25.77,-1669.9068000000002
-43.3,-41.35,30.4,1820.855
-44.44,14.3,41.93,-593.562
-41.48,-49.82,-39.05,2027.4835999999998
0.5,29.03,-32.68,-18.165
-48.93,-24.72,-22.03,1187.5195999999999
33.57,-26.6,-30.09,-923.0520000000001
20.73,5.3,-26.44,83.429
19.06,23.55,-4.31,444.553
11.81,-14.75,40.52,-133.6775
16.93,23.66,41.68,442.2438
-24.24,-27.28,1.75,663.0172
29.87,10.29,4.51,311.8723
10.77,-36.07,-29.28,-417.75390000000004
45.91,-45.18,-32.49,-2106.7038
-17.54,45.11,-32.16,-823.3893999999999
47.12,-47.02,40.58,-2175.0024000000003
49.62,34.42,-22.25,1685.6704
20.77,36.25,-20.12,732.7925
-5.48,-18.92,37.63,141.31160000000003
-44.41,46.18,-40.95,-2091.8037999999997
49.29,22.67,38.64,1156.0443000000002
27.82,29.4,37.25,855.158
-47.2,14.41,-21.06,-701.212
-30.2,-31.8,45.58,1005.94
-15.76,40.97,39.38,-606.3072
-38.57,46.52,-28.03,-1822.3064000000002
28.22,27.45,45.21,819.8489999999999
7.64,24.17,-2.13,182.52880000000002
9.2,18.58,-15.07,155.86599999999999
7.35,-44.62,26.35,-301.60699999999997
0.38,-39.03,-20.88,-35.7114
-18.72,48.75,-23.37,-935.9699999999999
12.24,31.6,40.92,427.70400000000006
2.04,-5.74,-41.19,-52.8996
-41.93,-13.24,-7.32,547.8331999999999
47.17,-28.5,8.04,-1336.305
24.9,-15.36,-38.69,-421.15399999999994
-26.32,-1.6,-20.13,21.982000000000003
18.1,-32.0,-7.86,-587.0600000000001
-41.29,15.83,27.73,-625.8906999999999
34.74,32.43,-37.7,1088.9182
15.89,24.28,-39.4,346.40920000000006
8.21,6.59,5.77,59.873900000000006
41.08,13.77,47.62,613.2916
-18.54,13.64,3.92,-248.96560000000002
-48.67,33.71,-19.92,-1660.5857
-28.25,35.42,33.36,-967.255
27.35,-48.04,24.36,-1289.534
-35.33,-17.86,-45.05,585.9438
13.76,-33.41,-11.22,-470.9416
25.42,39.59,-46.58,959.7978000000002
-46.99,-28.11,35.02,1355.9089
11.4,30.04,42.37,384.826
-13.55,-18.81,4.22,259.0955
20.43,29.72,32.86,640.0396
-32.13,13.57,-28.97,-464.9741
-3.25,1.06,-8.5,-11.945
-7.27,-37.99,23.98,300.1673
-2.93,28.43,-20.28,-103.57990000000001
38.67,16.94,7.29,662.3598000000001
46.05,24.1,18.06,1127.865
41.82,-40.57,-10.37,-1707.0074
-5.78,-12.08,-37.75,32.0724
28.66,29.26,-28.86,809.7316000000001
11.52,-20.93,18.07,-223.0436
44.27,18.51,-38.67,780.7677000000002
-37.64,17.41,22.32,-632.9924
13.23,-3.09,-42.88,-83.7607
-11.09,-28.72,9.07,327.5748
-22.21,48.78,20.93,-1062.4738
-46.11,41.35,17.33,-1889.3185
17.08,33.74,8.46,584.7392
2.45,-48.41,-46.69,-165.2945
1.54,-36.96,21.89,-35.028400000000005
-9.57,-33.05,9.24,325.5285
-8.83,43.02,-17.55,-397.4166
38.07,-15.26,-6.6,-587.5482000000001
48.47,43.69,-25.95,2091.7043
-44.9,5.8,5.63,-254.78999999999996
-32.77,30.49,-19.07,-1018.2273000000001
-45.25,-24.57,-48.95,1062.8425
45.89,16.59,-21.09,740.2251
36.63,-28.33,-43.24,-1080.9679
17.01,-8.39,-22.93,-165.64390000000003
-22.52,-46.73,42.55,1094.9096
6.93,45.75,-0.49,316.5575
41.13,48.02,-41.53,1933.5326000000002
-12.85,34.01,-31.2,-468.22849999999994
22.33,-24.45,-2.0,-547.9685
-44.16,24.26,-29.78,-1101.1016
33.18,35.92,6.54,1198.3656
31.38,38.11,-4.75,1191.1417999999999
16.19,-21.25,28.35,-315.6875
-28.14,-23.19,-8.49,644.0766
-16.71,-11.82,-16.04,181.47220000000002
4.25,48.81,19.5,226.9425
-24.97,29.99,17.49,-731.3602999999999
39.84,42.68,-5.81,1694.5612
34.3,26.77,47.83,966.0409999999999
36.54,9.23,11.22,348.48420000000004
-1.92,-30.57,-47.75,10.944400000000002
45.3,40.41,-10.22,1820.3529999999996
26.72,-21.32,-9.38,-579.0504
-23.7,-1.22,-20.21,8.703999999999997
31.84,7.03,20.24,244.07520000000002
-3.51,-45.1,-18.3,140.00099999999998
-23.48,14.56,-12.56,-354.4288
1.14,36.55,-46.22,-4.553000000000004
16.51,29.16,-35.73,445.70160000000004
14.0,-8.36,-20.36,-137.39999999999998
-34.47,11.71,32.79,-370.8537
10.38,-48.42,-15.73,-518.3296
6.37,9.53,-45.01,15.696100000000001
16.6,1.51,-27.49,-2.423999999999996
-13.06,9.01,23.94,-93.73060000000001
-31.34,-32.11,1.32,1007.6474000000001
12.8,-43.16,41.47,-510.97799999999995
16.15,46.49,32.75,783.5635
10.28,-30.55,2.08,-311.974
3.74,8.23,-33.09,-2.309799999999999
19.8,-42.22,-36.1,-872.056
26.79,33.83,15.3,921.6056999999998
16.29,-6.28,29.83,-72.4712
-29.58,-19.89,-45.38,542.9662
22.47,17.47,33.81,426.36089999999996
10.41,33.05,33.98,378.0305
-1.72,29.89,25.37,-26.0408
-29.15,-39.18,-8.99,1133.107
-40.1,-32.05,-24.7,1260.5049999999999
28.4,8.68,-9.42,237.09199999999998
31.26,42.6,34.68,1366.3560000000002
31.28,33.19,-15.5,1022.6831999999999
-34.4,-12.93,14.95,459.74199999999996
16.13,-45.7,-25.66,-762.8009999999999
-1.78,24.95,33.85,-10.561
-30.47,-9.37,-7.51,277.9939
32.49,-46.56,23.6,-1489.1344000000004
8.24,-42.45,-31.49,-381.278
-28.74,18.51,13.77,-518.2074
32.32,45.51,15.77,1486.6532
-0.24,-9.91,-21.48,-19.1016
33.87,-22.7,-3.58,-772.429
-12.86,22.73,34.71,-257.5978
-19.54,-15.76,-38.55,269.4004
9.21,48.58,15.83,463.2518
-8.4,-7.09,41.03,100.58600000000001
-28.52,47.7,10.66,-1349.744
37.28,23.06,6.11,865.7868
-5.68,-49.05,3.18,281.784
-18.79,-13.36,47.17,298.20439999999996
11.62,-13.99,-28.64,-191.2038
0.77,38.77,24.52,54.3729
-42.79,23.85,-9.74,-1030.2815
33.35,-5.48,-20.98,-203.738
32.93,-7.02,40.35,-190.8186
43.98,6.77,-15.16,282.5845999999999
-15.79,-25.23,34.2,432.58169999999996
40.03,39.68,-21.33,1567.0604
15.28,-35.21,-8.08,-546.0888
49.35,-12.51,-4.15,-621.5185
-26.01,13.88,26.2,-334.81880000000007
-7.76,-18.98,-4.58,142.70479999999998
-39.82,-40.82,44.75,1670.2024000000001
-36.53,12.53,30.55,-427.17089999999996
-27.75,-16.46,15.0,471.76500000000004
20.55,46.05,26.86,973.1875
-8.87,-10.48,3.31,96.2676
21.19,-32.21,20.5,-662.0299000000001
-43.34,-10.04,-29.97,405.1636
15.76,31.11,-2.92,487.37359999999995
30.12,24.55,14.72,754.166
1.78,20.85,-10.98,26.133
37.43,22.29,7.47,841.7847
18.32,-25.69,-12.45,-483.0908
19.08,33.41,47.67,685.1327999999999
-31.38,44.75,28.37,-1375.885
-31.2,-43.75,-37.1,1327.9
33.24,17.96,18.17,615.1604
33.34,-36.53,34.24,-1183.6702000000002
-7.67,43.72,-12.95,-348.2824
21.17,-46.75,41.93,-947.7675000000002
15.39,27.73,-27.78,398.9847
47.09,-32.74,11.84,-1529.8866000000003
19.22,46.31,15.76,905.8382
-19.54,-27.36,44.13,578.7443999999999
-44.38,-39.23,43.55,1784.5774
39.19,35.89,-30.44,1376.0891
40.88,16.07,-19.9,637.0416000000001
-0.53,40.05,28.37,7.143500000000003
-17.95,-47.03,-31.72,812.4685
-4.51,4.83,10.39,-11.3933
44.09,32.74,-31.9,1411.6066
33.1,20.19,-43.99,624.2990000000001
-5.19,49.46,-15.51,-272.2074
-22.67,31.69,49.23,-669.1823
-36.55,2.56,33.61,-59.958
4.35,-27.7,38.48,-82.01499999999999
-48.18,-28.45,18.51,1389.231
-47.13,21.65,-21.95,-1042.3145
